start,end,throughput_mbps,retransmissions
0.0,1.016145,8.25532583927484,0
1.016145,2.008253,10.569172038861362,2
2.008253,3.080371,0.0,0
3.080371,4.011134,0.0,0
4.011134,5.017842,6.249533964103926,0
5.017842,6.001756,0.0,0
6.001756,7.001205,0.0,2
7.001205,8.001321,0.0,1
8.001321,9.01481,6.2077200153624625,0
9.01481,10.025664,0.0,2
10.025664,11.003793,0.0,2
11.003793,12.001115,0.0,1
12.001115,13.002752,0.0,0
13.002752,14.036602,6.08546334211828,2
14.036602,15.027646,0.0,0
15.027646,16.001841,0.0,2
16.001841,17.226524,0.0,0
17.226524,18.002048,0.0,1
18.002048,19.20141,0.0,0
19.20141,20.02777,0.0,0
