start,end,throughput_mbps,retransmissions
0.0,1.000502,5.240249445512884,2
1.000502,2.002985,2.091957647630394,2
2.002985,3.016206,0.0,0
3.016206,4.002178,2.126989434917526,2
4.002178,5.001632,2.098297625486938,2
5.001632,6.001766,2.0968710376464945,2
6.001766,7.002352,0.0,2
7.002352,8.00697,2.087511769055671,2
8.00697,9.001766,0.0,2
9.001766,10.002159,0.0,0
10.002159,11.001757,2.0979953390001187,2
11.001757,12.004171,0.0,0
12.004171,13.004669,0.0,0
13.004669,14.001844,0.0,0
14.001844,15.002792,2.0951658827443618,0
15.002792,16.01514,0.0,1
16.01514,17.009764,0.0,0
17.009764,18.001833,0.0,0
18.001833,19.013088,0.0,1
19.013088,20.00681,0.0,0
