start,end,throughput_mbps,retransmissions
0.0,1.002121,10.463567070574799,0
1.002121,2.005115,13.590797948625596,0
2.005115,3.001978,0.0,118
3.001978,4.002709,0.0,127
4.002709,5.002005,10.493147075430626,2
5.002005,6.001887,0.0,0
6.001887,7.001846,0.0,8
7.001846,8.003889,0.0,0
8.003889,9.002101,9.454088099870916,0
9.002101,10.020113,0.0,0
10.020113,11.001544,0.0,0
11.001544,12.007543,0.0,0
12.007543,13.005122,0.0,0
13.005122,14.001266,10.526349638780452,0
14.001266,15.00328,0.0,0
15.00328,16.005716,0.0,0
16.005716,17.004234,0.0,0
17.004234,18.000765,0.0,0
18.000765,19.007783,0.0,0
19.007783,20.006698,0.0,0
