start,end,throughput_mbps,retransmissions
0.0,1.028275,4.078971040914021,0
1.028275,2.048356,1.02793401264079,0
2.048356,3.052613,3.132393514421464,0
3.052613,4.000067,9.96057248401096,0
4.000067,5.000108,11.533863019395987,0
5.000108,6.000068,11.5347973309508,0
6.000068,7.000092,13.631161382826095,0
7.000092,8.019335,12.345350398360706,0
8.019335,9.014785,0.0,0
9.014785,10.074802,6.924447505338859,0
10.074802,11.005572,9.012546795306706,0
11.005572,12.003641,11.556652030014538,4
12.003641,13.021816,0.0,38
13.021816,14.026528,0.0,22
14.026528,15.011484,0.0,34
15.011484,16.006492,0.0,14
16.006492,17.087969,0.0,41
17.087969,18.043103,0.0,0
18.043103,19.08582,14.078665910163824,0
19.08582,20.169171,0.0,0
