start,end,throughput_mbps,retransmissions
0.0,1.003232,12.542375015625044,4
1.003232,2.008091,5.217528183730975,5
2.008091,3.070084,2.962098612170675,2
3.070084,4.047144,2.146390147111454,2
4.047144,5.001099,3.2975643689146734,4
5.001099,6.005607,2.0877404275426916,6
6.005607,7.002162,0.0,0
7.002162,8.073837,0.0,1
8.073837,9.331868,0.0,0
9.331868,10.020851,4.565755460188004,2
10.020851,11.002374,0.0,0
11.002374,12.002633,2.0966088906880063,0
12.002633,13.002807,3.145180595273364,2
13.002807,14.040201,5.05389443505688,4
14.040201,15.014335,0.0,0
15.014335,16.000938,2.1256290058314016,0
16.000938,17.001707,5.238851223206412,4
17.001707,18.001077,3.147711124410213,2
18.001077,19.000642,2.098064646996604,2
19.000642,20.008159,3.122258048162581,2
