start,end,throughput_mbps,retransmissions
0.0,1.000888,19.90526832082631,0
1.000888,2.000874,11.534497564763052,0
2.000874,3.001064,12.580521454250565,0
3.001064,4.000896,7.341265519762768,0
4.000896,5.000988,16.775672142080584,0
5.000988,6.00089,9.438108840625167,0
6.00089,7.001055,9.43562725684029,16
7.001055,8.001083,12.582559509874722,6
8.001083,9.000875,10.487941703838493,0
9.000875,10.000958,9.43640106495986,0
10.000958,11.000877,9.437948499426527,0
11.000877,12.000878,10.485750000009537,0
12.000878,13.000878,9.437184,0
13.000878,14.000876,10.485781250043065,0
14.000876,15.000953,9.436457305962128,0
15.000953,16.000944,10.48585437584941,0
16.000944,17.000879,10.486441919344307,0
17.000879,18.001094,9.435154936357357,0
18.001094,19.000974,0.0,0
19.000974,20.001226,9.434806349188067,0
