start,end,throughput_mbps,retransmissions
0.0,1.000413,15.722147680944586,0
1.000413,2.008511,7.281069850852222,2
2.008511,3.002463,0.0,119
3.002463,4.00187,7.344387270204024,7
4.00187,5.00718,7.3012618716532085,3
5.00718,6.016878,0.0,4
6.016878,7.007932,0.0,0
7.007932,8.006641,0.0,2
8.006641,9.000745,0.0,2
9.000745,10.007965,0.0,0
10.007965,11.006202,0.0,2
11.006202,12.003596,0.0,0
12.003596,13.004312,0.0,0
13.004312,14.133365,6.501051785764882,0
14.133365,15.119063,0.0,2
15.119063,16.005361,0.0,2
16.005361,17.006126,0.0,0
17.006126,18.031966,0.0,2
18.031966,19.004538,0.0,0
19.004538,20.001994,0.0,2
