start,end,throughput_mbps,retransmissions
0.0,1.000664,29.34064593600755,17
1.000664,2.000943,9.434552234130399,36
2.000943,3.000678,9.439685537913178,0
3.000678,4.00086,9.435466437652314,0
4.00086,5.001078,9.435126823533981,0
5.001078,6.000707,9.440686299280568,0
6.000707,7.001228,9.432270309760373,0
7.001228,8.001327,9.43625034237955,0
8.001327,9.000694,9.44316153378682,0
9.000694,10.001058,9.433750624563121,0
10.001058,11.000835,9.439288781826306,0
11.000835,12.000832,9.437212125083821,0
12.000832,13.000727,10.48686136566915,2
13.000727,14.000747,9.436995003785057,2
14.000747,15.001062,9.434212685818201,0
15.001062,16.000688,9.44071500816466,0
16.000688,17.000898,9.43520216627777,0
17.000898,18.000645,9.439572416821326,2
18.000645,19.000678,8.388331009146508,2
19.000678,20.001355,9.43079944727551,0
