start,end,throughput_mbps,retransmissions
0.0,1.000927,48.18982540836245,0
1.000927,2.000904,20.972002511101323,174
2.000904,3.000873,29.361038028205794,772
3.000873,4.001053,0.0,66
4.001053,5.000894,29.364797742606715,6
5.000894,6.000874,0.0,0
6.000874,7.000891,0.0,0
7.000891,8.000901,28.31126850283882,0
8.000901,9.000988,0.0,0
9.000988,10.001046,0.0,0
10.001046,11.000922,29.36376845133464,0
11.000922,12.000903,0.0,0
12.000903,13.000897,0.0,0
13.000897,14.000884,28.311919879780163,0
14.000884,15.001046,0.0,0
15.001046,16.000924,0.0,0
16.000924,17.001016,28.308946739760984,0
17.001016,18.000895,0.0,0
18.000895,19.000984,0.0,0
19.000984,20.001234,29.352790334283473,0
