start,end,throughput_mbps,retransmissions
0.0,1.008348,13.518634598853053,0
1.008348,2.022714,7.23607827736996,0
2.022714,3.003869,23.51175146718487,0
3.003869,4.001573,0.0,0
4.001573,5.003187,18.843954336878898,68
5.003187,6.000575,0.0,120
6.000575,7.00197,0.0,233
7.00197,8.007001,0.0,60
8.007001,9.027209,0.0,64
9.027209,10.0149,0.0,0
10.0149,11.001632,0.0,0
11.001632,12.000957,0.0,0
12.000957,13.008217,0.0,10
13.008217,14.01486,0.0,50
14.01486,15.002904,0.0,0
15.002904,16.002563,22.02760737386476,0
16.002563,17.002498,0.0,0
17.002498,18.014248,0.0,0
18.014248,19.031158,0.0,0
19.031158,20.021238,0.0,0
