start,end,throughput_mbps,retransmissions
0.0,1.002972,7.318282016100002,0
1.002972,2.11468,13.20496335881372,0
2.11468,3.015772,15.127742903151548,0
3.015772,4.000945,42.5742895452232,0
4.000945,5.000986,54.52371609169012,0
5.000986,6.000949,70.2571925337574,0
6.000949,7.000964,57.6708137630112,0
7.000964,8.000951,47.186533132966936,0
8.000951,9.000892,59.77235908312823,73
9.000892,10.006931,26.05704092016522,0
10.006931,11.013597,0.0,0
11.013597,12.003908,0.0,0
12.003908,13.004354,26.20271458624993,184
13.004354,14.002492,0.0,41
14.002492,15.004973,0.0,54
15.004973,16.04201,0.0,0
16.04201,17.070401,0.0,12
17.070401,18.002633,0.0,0
18.002633,19.002326,53.49379985500986,0
19.002326,20.00213,53.48785855437176,0
