start,end,throughput_mbps,retransmissions
0.0,1.003401,7.315152864959087,0
1.003401,2.003322,2.0973176380814587,0
2.003322,3.002059,6.29941229898402,0
3.002059,4.001472,7.344343030516894,0
4.001472,5.003348,4.186450233638909,0
5.003348,6.001636,5.251871330876157,0
6.001636,7.001462,4.195033876988346,0
7.001462,8.002821,5.235764669633649,0
8.002821,9.00252,0.0,0
9.00252,10.002073,24.128032632963812,0
10.002073,11.006506,20.8789628093444,4
11.006506,12.002039,0.0,61
12.002039,13.009138,0.0,0
13.009138,14.002031,25.345958217381938,0
14.002031,15.001018,0.0,0
15.001018,16.002472,12.56464306295599,0
16.002472,17.001019,23.102239147475363,0
17.001019,18.003238,21.97134243230023,0
18.003238,19.002224,24.141727572144585,0
19.002224,20.001771,11.539563367973125,0
