start,end,throughput_mbps,retransmissions
0.0,1.018705,4.1172900467967,0
1.018705,2.001955,1.0664388269597636,0
2.001955,3.009511,3.1221372507953156,0
3.009511,4.002737,0.0,0
4.002737,5.016175,0.0,0
5.016175,6.007092,2.11637497677913,0
6.007092,7.012407,0.0,0
7.012407,8.001346,0.0,0
8.001346,9.0099,2.0793651484044897,0
9.0099,10.002487,0.0,0
10.002487,11.001608,0.0,0
11.001608,12.02635,0.0,0
12.02635,13.002545,0.0,0
13.002545,14.002516,3.145819315150647,0
14.002516,15.017045,0.0,0
15.017045,16.000211,0.0,0
16.000211,17.003061,0.0,0
17.003061,18.021486,0.0,0
18.021486,19.029293,0.0,0
19.029293,20.057292,0.0,0
