start,end,throughput_mbps,retransmissions
0.0,1.001427,6.2824905441932035,2
1.001427,2.012297,2.0746011275295433,0
2.012297,3.001183,0.0,2
3.001183,4.003147,3.1395619848874783,0
4.003147,5.002369,0.0,0
5.002369,6.015274,0.0,2
6.015274,7.002325,3.1869963838848,0
7.002325,8.001525,0.0,2
8.001525,9.002558,0.0,0
9.002558,10.009091,0.0,0
10.009091,11.002595,2.110864199616144,0
11.002595,12.002491,0.0,0
12.002491,13.004532,0.0,0
13.004532,14.001756,0.0,1
14.001756,15.001,0.0,1
15.001,16.018405,0.0,0
16.018405,17.002275,0.0,0
17.002275,18.005037,3.1370635558484254,0
18.005037,19.011536,0.0,0
19.011536,20.004752,0.0,0
