start,end,throughput_mbps,retransmissions
0.0,1.007314,20.819248707172886,0
1.007314,2.00509,9.45821934570015,23
2.00509,3.001323,0.0,195
3.001323,4.010514,0.0,50
4.010514,5.002291,12.687239131710749,1
5.002291,6.006468,0.0,0
6.006468,7.000036,0.0,35
7.000036,8.003443,0.0,28
8.003443,9.000094,0.0,1
9.000094,10.002872,13.593723910652418,2
10.002872,11.001614,0.0,0
11.001614,12.006523,0.0,2
12.006523,13.000254,0.0,1
13.000254,14.010196,0.0,2
14.010196,15.010458,0.0,0
15.010458,16.02871,0.0,0
16.02871,17.004108,0.0,4
17.004108,18.008573,0.0,0
18.008573,19.009312,0.0,0
19.009312,20.00506,0.0,0
