start,end,throughput_mbps,retransmissions
0.0,1.002681,10.457722668560038,0
1.002681,2.007638,0.0,4
2.007638,3.001815,4.218870551426114,0
3.001815,4.001609,4.1951681780151855,0
4.001609,5.02208,0.0,0
5.02208,6.011034,0.0,0
6.011034,7.001744,4.233634378426405,0
7.001744,8.003569,0.0,2
8.003569,9.003196,0.0,0
9.003196,10.004605,4.188402315790577,2
10.004605,11.002578,0.0,1
11.002578,12.000874,0.0,1
12.000874,13.006402,4.171245466952144,0
13.006402,14.001477,0.0,0
14.001477,15.002264,0.0,0
15.002264,16.024098,0.0,2
16.024098,17.026539,4.184090431816541,0
17.026539,18.002387,0.0,2
18.002387,19.014289,0.0,2
19.014289,20.00137,0.0,0
