start,end,throughput_mbps,retransmissions
0.0,1.007714,7.28384418466879,0
1.007714,2.003287,8.42590963492649,0
2.003287,3.002154,17.846011972227817,0
3.002154,4.001469,15.739421134824836,0
4.001469,5.003777,0.0,34
5.003777,6.022684,0.0,80
6.022684,7.030294,0.0,296
7.030294,8.008116,0.0,22
8.008116,9.006068,0.0,108
9.006068,10.000632,18.977529913492706,64
10.000632,11.000506,0.0,0
11.000506,12.00144,0.0,0
12.00144,13.022075,0.0,0
13.022075,14.010447,0.0,0
14.010447,15.00146,0.0,38
15.00146,16.001858,0.0,0
16.001858,17.001781,0.0,0
17.001781,18.002725,18.856567054419525,0
18.002725,19.006965,0.0,0
19.006965,20.00159,0.0,0
