start,end,throughput_mbps,retransmissions
0.0,1.000856,2.095358285494788,2
1.000856,2.011131,3.1137343598538774,4
2.011131,3.002098,2.116268303030008,2
3.002098,4.005198,0.0,0
4.005198,5.002159,2.1035446773619637,0
5.002159,6.003718,0.0,0
6.003718,7.004195,0.0,0
7.004195,8.00209,0.0,2
8.00209,9.004271,2.092587954426029,0
9.004271,10.001352,0.0,0
10.001352,11.006706,0.0,0
11.006706,12.006206,0.0,0
12.006206,13.002356,0.0,0
13.002356,14.001306,2.0993563145201555,0
14.001306,15.002226,0.0,0
15.002226,16.006877,0.0,0
16.006877,17.004167,0.0,0
17.004167,18.004086,0.0,0
18.004086,19.013677,0.0,0
19.013677,20.005431,0.0,0
