start,end,throughput_mbps,retransmissions
0.0,1.025219,4.091129942795483,0
1.025219,2.033715,1.0397423015093126,0
2.033715,3.000757,5.421563741073637,2
3.000757,4.001049,3.144809893035407,4
4.001049,5.002068,1.0475085876942145,4
5.002068,6.007302,0.0,0
6.007302,7.003254,2.1056757540699187,0
7.003254,8.005863,4.1833894761511035,4
8.005863,9.000877,3.1614911574159263,6
9.000877,10.004829,3.1333449381867924,0
10.004829,11.020793,0.0,6
11.020793,12.010875,0.0,0
12.010875,13.002528,2.1148042176164865,2
13.002528,14.006002,0.0,0
14.006002,15.002151,1.05262967318121,0
15.002151,16.007783,2.085406898913009,2
16.007783,17.002039,0.0,0
17.002039,18.002896,1.047678144458233,2
18.002896,19.011849,0.0,0
19.011849,20.004206,2.113303949094804,2
