start,end,throughput_mbps,retransmissions
0.0,1.001012,6.2850956864316325,3
1.001012,2.001661,2.0957918826826423,2
2.001661,3.001005,2.098528653096436,2
3.001005,4.001075,2.097005260268238,0
4.001075,5.001238,2.0968103056821983,2
5.001238,6.001316,2.0969885127459365,0
6.001316,7.001019,2.097775060055033,2
7.001019,8.000981,2.09723175303283,2
8.000981,9.001049,2.0970095096821164,4
9.001049,10.001035,0.0,0
10.001035,11.001049,2.0971227504079586,2
11.001049,12.001056,0.0,2
12.001056,13.001039,2.0971876256051836,2
13.001039,14.001006,0.0,2
14.001006,15.001011,2.097141500052571,0
15.001011,16.001022,2.0971290002522442,2
16.001022,17.001052,2.09708900189251,0
17.001052,18.001562,2.0960830451427555,2
18.001562,19.001025,2.0982787300295134,2
19.001025,20.0015,2.0961562230428665,0
