start,end,throughput_mbps,retransmissions
0.0,1.015588,54.72152637777488,6
1.015588,2.00664,0.0,82
2.00664,3.01029,0.0,6
3.01029,4.004593,14.764175685275953,2
4.004593,5.000583,0.0,0
5.000583,6.008356,0.0,0
6.008356,7.014917,0.0,2
7.014917,8.001689,0.0,0
8.001689,9.005398,0.0,3
9.005398,10.005285,0.0,0
10.005285,11.004163,0.0,2
11.004163,12.010098,0.0,2
12.010098,13.003966,0.0,2
13.003966,14.001804,13.661022853753527,0
14.001804,15.001581,0.0,0
15.001581,16.016836,0.0,2
16.016836,17.001145,0.0,0
17.001145,18.010482,0.0,7
18.010482,19.005057,0.0,2
19.005057,20.000539,0.0,0
