start,end,throughput_mbps,retransmissions
0.0,1.000309,6.2895126004919435,4
1.000309,2.124728,1.8650983740373248,0
2.124728,3.019919,0.0,2
3.019919,4.000328,2.13905823393331,2
4.000328,5.00666,0.0,4
5.00666,6.060474,0.0,0
6.060474,7.000693,0.0,2
7.000693,8.001284,0.0,0
8.001284,9.008095,2.0829648788053343,0
9.008095,10.005284,0.0,0
10.005284,11.007172,0.0,0
11.007172,12.008448,0.0,0
12.008448,13.001128,0.0,0
13.001128,14.016101,0.0,0
14.016101,15.018202,0.0,0
15.018202,16.020075,2.0932313434538425,2
16.020075,17.011129,0.0,0
17.011129,18.023208,0.0,0
18.023208,19.026524,0.0,0
19.026524,20.027682,0.0,0
