start,end,throughput_mbps,retransmissions
0.0,1.000574,22.007463875747476,18
1.000574,2.001037,18.86563304436203,42
2.001037,3.014592,9.310973292438437,0
3.014592,4.000834,9.568832026537745,0
4.000834,5.000416,9.44113046215028,0
5.000416,6.000796,9.433598862492845,0
6.000796,7.001068,9.434617448193457,0
7.001068,8.00093,9.438486367206819,0
8.00093,9.000984,9.436674402519184,0
9.000984,10.000977,9.437249812958964,0
10.000977,11.00106,9.43640106495986,0
11.00106,12.001006,9.43769365252216,0
12.001006,13.000344,9.44343582638906,0
13.000344,14.000706,9.43376861150251,0
14.000706,15.001028,9.43414635307459,0
15.001028,16.000402,9.443095638348671,0
16.000402,17.001073,9.430855621526055,0
17.001073,18.000244,8.395567769519475,0
18.000244,19.000538,9.434410565306896,0
19.000538,20.001605,9.427124858529961,0
