start,end,throughput_mbps,retransmissions
0.0,1.025578,4.089697624182336,2
1.025578,2.015795,2.1178711965118575,0
2.015795,3.146776,0.0,0
3.146776,4.002544,2.4506080373738848,0
4.002544,5.015425,0.0,0
5.015425,6.046408,0.0,0
6.046408,7.108901,0.0,1
7.108901,8.014663,0.0,0
8.014663,9.004014,2.1197250055099377,1
9.004014,10.001372,0.0,1
10.001372,11.001452,0.0,1
11.001452,12.025689,0.0,1
12.025689,13.007996,0.0,0
13.007996,14.024735,0.0,1
14.024735,15.000596,2.1490273432394154,0
15.000596,16.088123,0.0,0
16.088123,17.042644,0.0,0
17.042644,18.012288,0.0,0
18.012288,19.018201,0.0,0
19.018201,20.023279,0.0,0
