start,end,throughput_mbps,retransmissions
0.0,1.003737,3.134016266429896,2
1.003737,2.016916,1.0349366275339413,2
2.016916,3.001102,2.130849263742073,2
3.001102,4.004867,0.0,0
4.004867,5.001356,1.0522705340519147,0
5.001356,6.085352,1.9346491027066544,0
6.085352,7.000324,0.0,1
7.000324,8.011841,1.0366370020114977,2
8.011841,9.071254,0.0,0
9.071254,10.004394,2.247414155763751,0
10.004394,11.045184,0.0,2
11.045184,12.015587,1.080557235631649,1
12.015587,13.00411,0.0,2
13.00411,14.012665,2.0793629364114325,0
14.012665,15.001215,1.0607212505293753,0
15.001215,16.020082,2.058317687587371,0
16.020082,17.003259,3.199554078278758,0
17.003259,18.000748,3.153646884512827,0
18.000748,19.007508,6.249211324059316,0
19.007508,20.000993,1.0554522992691586,6
