start,end,throughput_mbps,retransmissions
0.0,1.014152,7.237605051301208,0
1.014152,2.016297,2.092663128861816,0
2.016297,3.006772,6.351958410523708,0
3.006772,4.047295,12.092871919759318,0
4.047295,5.001219,4.396895348940455,0
5.001219,6.021267,10.279672888991108,0
6.021267,7.025705,5.219714683661695,0
7.025705,8.007895,0.0,20
8.007895,9.025421,0.0,11
9.025421,10.048538,9.22395434350186,0
10.048538,11.032005,0.0,0
11.032005,12.007391,0.0,0
12.007391,13.110017,4.754903440807646,4
13.110017,14.003647,0.0,10
14.003647,15.035641,7.112475562294668,6
15.035641,16.060008,0.0,0
16.060008,17.029305,0.0,0
17.029305,18.008,5.3570112567350945,0
18.008,19.011285,0.0,0
19.011285,20.006194,5.269708144894833,0
