start,end,throughput_mbps,retransmissions
0.0,1.003512,8.359250105655347,0
1.003512,2.003153,10.489525726891342,6
2.003153,3.000167,4.206865759588606,6
3.000167,4.011392,2.073872808577387,1
4.011392,5.114397,0.0,0
5.114397,6.002575,2.3611843813460354,0
6.002575,7.001079,0.0,2
7.001079,8.009118,2.08042744862917,4
8.009118,9.001025,1.057131363552597,2
9.001025,10.007117,4.168907215997325,2
10.007117,11.001639,2.1087035295617524,0
11.001639,12.000134,6.30093902211215,2
12.000134,13.004996,1.0435025419040256,4
13.004996,14.006686,4.187227459566322,2
14.006686,15.001855,2.1073325574365134,4
15.001855,16.0285,2.042723738053873,4
16.0285,17.003917,0.0,0
17.003917,18.001157,0.0,4
18.001157,19.012103,2.0744450510665144,0
19.012103,20.008676,4.208727429506236,2
