start,end,throughput_mbps,retransmissions
0.0,1.001181,148.7221501841142,0
1.001181,2.004152,0.0,0
2.004152,3.002483,0.0,0
3.002483,4.002226,44.05151390990326,0
4.002226,5.001035,44.09270729676938,0
5.001035,6.000988,45.090888537224764,0
6.000988,7.001071,88.07307660629199,0
7.001071,8.002099,43.994967737905036,0
8.002099,9.000902,45.142803053904565,0
9.000902,10.001043,44.03398212574497,0
10.001043,11.008709,43.70514868926708,0
11.008709,12.00449,0.0,0
12.00449,13.000284,0.0,0
13.000284,14.001788,0.0,0
14.001788,15.007302,0.0,0
15.007302,16.001535,0.0,0
16.001535,17.002488,0.0,0
17.002488,18.001245,0.0,0
18.001245,19.002579,0.0,0
19.002579,20.008384,0.0,0
