start,end,throughput_mbps,retransmissions
0.0,1.015588,8.2598530381547,3
1.015588,2.023252,3.1218026133314276,0
2.023252,3.001417,2.1439655502327875,2
3.001417,4.000121,0.0,1
4.000121,5.000272,3.145252946751173,0
5.000272,6.05145,0.0,4
6.05145,7.00064,2.209412187835727,1
7.00064,8.003469,0.0,0
8.003469,9.030462,0.0,0
9.030462,10.005547,0.0,0
10.005547,11.015926,0.0,2
11.015926,12.14116,2.795621157994891,0
12.14116,13.005543,0.0,0
13.005543,14.006332,0.0,0
14.006332,15.00247,2.105282650763127,2
15.00247,16.019318,3.0936070078137723,0
16.019318,17.043574,0.0,0
17.043574,18.018973,0.0,0
18.018973,19.098901,1.9419367970299013,0
19.098901,20.007147,0.0,2
