start,end,throughput_mbps,retransmissions
0.0,1.00103,124.6521562353228,0
1.00103,2.001055,44.03908952759924,0
2.001055,3.001037,0.0,3275
3.001037,4.000841,104.87815402817994,1640
4.000841,5.000855,45.0881391337711,437
5.000855,6.00079,45.09170025318052,0
6.00079,7.000765,44.04129190246935,0
7.000765,8.000941,44.03244436321925,0
8.000941,9.000892,44.042349855724176,0
9.000892,10.000766,45.094450090967435,0
10.000766,11.000873,44.03547800463293,0
11.000873,12.001864,87.99318391413614,0
12.001864,13.001079,45.12419018117034,0
13.001079,14.001036,44.042084706338954,0
14.001036,15.000804,44.05041087058665,0
15.000804,16.000799,44.040412501103994,0
16.000799,17.000889,45.0847102402106,0
17.000889,18.000921,44.03878504494953,0
18.000921,19.000811,44.045035657659795,0
19.000811,20.001727,43.99988791870697,0
